Date,Lunar_Longitude
2016-065,60.22
2016-066,72.41
2016-067,84.61
2016-068,96.8
2016-069,108.99
2016-070,121.18
2016-071,133.37
2016-072,145.56
2016-073,157.75
2016-074,169.94
2016-075,182.13
2016-076,194.32
2016-077,206.52
2016-078,218.71
2016-079,230.9
2016-080,243.09
2016-081,255.28
2016-082,267.47
2016-083,279.66
2016-084,291.85
2016-085,304.04
2016-086,316.23
2016-087,328.43
2016-088,340.62
2016-089,352.81
2016-090,5.0
2016-091,17.19
2016-092,29.38
2016-093,41.57
2016-094,53.76
2016-095,65.95
2016-096,78.14
2016-097,90.34
2016-098,102.53
2016-099,114.72
2016-100,126.91
2016-101,139.1
2016-102,151.29
2016-103,163.48
2016-104,175.67
2016-105,187.86
2016-106,200.05
2016-107,212.25
2016-108,224.44
2016-109,236.63
2016-110,248.82
2016-111,261.01
2016-112,273.2
2016-113,285.39
2016-114,297.58
2016-115,309.77
2016-116,321.96
2016-117,334.16
2016-118,346.35
2016-119,358.54
2016-120,10.73
2016-121,22.92
2016-122,35.11
2016-123,47.3
2016-124,59.49
2016-125,71.68
2016-126,83.87
2016-127,96.07
2016-128,108.26
2016-129,120.45
2016-130,132.64
2016-131,144.83
2016-132,157.02
2016-133,169.21
2016-134,181.4
2016-135,193.59
2016-136,205.78
2016-137,217.97
2016-138,230.17
2016-139,242.36
2016-140,254.55
2016-141,266.74
2016-142,278.93
2016-143,291.12
2016-144,303.31
2016-145,315.5
2016-146,327.69
2016-147,339.88
2016-148,352.08
2016-149,4.27
2016-150,16.46
2016-151,28.65
2016-152,40.84
2016-153,53.03
2016-154,65.22
2016-155,77.41
2016-156,89.6
2016-157,101.79
2016-158,113.99
2016-159,126.18
2016-160,138.37
2016-161,150.56
2016-162,162.75
2016-163,174.94
2016-164,187.13
2016-165,199.32
2016-166,211.51
2016-167,223.7
2016-168,235.9
2016-169,248.09
2016-170,260.28
2016-171,272.47
2016-172,284.66
2016-173,296.85
2016-174,309.04
2016-175,321.23
2016-176,333.42
2016-177,345.61
2016-178,357.81
2016-179,10.0
2016-180,22.19
2016-181,34.38
2016-182,46.57
2016-183,58.76
2016-184,70.95
2016-185,83.14
2016-186,95.33
2016-187,107.52
2016-188,119.72
2016-189,131.91
2016-190,144.1
2016-191,156.29
2016-192,168.48
2016-193,180.67
2016-194,192.86
2016-195,205.05
2016-196,217.24
2016-197,229.43
2016-198,241.63
2016-199,253.82
2016-200,266.01
2016-201,278.2
2016-202,290.39
2016-203,302.58
2016-204,314.77
2016-205,326.96
2016-206,339.15
2016-207,351.34
2016-208,3.54
2016-209,15.73
2016-210,27.92
2016-211,40.11
2016-212,52.3
2016-213,64.49
2016-214,76.68
2016-215,88.87
2016-216,101.06
2016-217,113.25
2016-218,125.45
2016-219,137.64
2016-220,149.83
2016-221,162.02
2016-222,174.21
2016-223,186.4
2016-224,198.59
2016-225,210.78
2016-226,222.97
2016-227,235.16
2016-228,247.36
2016-229,259.55
2016-230,271.74
2016-231,283.93
2016-232,296.12
2016-233,308.31
2016-234,320.5
2016-235,332.69
2016-236,344.88
2016-237,357.07
2016-238,9.27
2016-239,21.46
2016-240,33.65
2016-241,45.84
2016-242,58.03
2016-243,70.22
2016-244,82.41
2016-245,94.6
2016-246,106.79
2016-247,118.98
2016-248,131.18
2016-249,143.37
2016-250,155.56
2016-251,167.75
2016-252,179.94
2016-253,192.13
2016-254,204.32
2016-255,216.51
2016-256,228.7
2016-257,240.89
2016-258,253.08
2016-259,265.28
2016-260,277.47
2016-261,289.66
2016-262,301.85
2016-263,314.04
2016-264,326.23
2016-265,338.42
2016-266,350.61
2016-267,2.8
2016-268,14.99
2016-269,27.19
2016-270,39.38
2016-271,51.57
2016-272,63.76
2016-273,75.95
2016-274,88.14
2016-275,100.33
2016-276,112.52
2016-277,124.71
2016-278,136.9
2016-279,149.1
2016-280,161.29
2016-281,173.48
2016-282,185.67
2016-283,197.86
2016-284,210.05
2016-285,222.24
2016-286,234.43
2016-287,246.62
2016-288,258.81
2016-289,271.01
2016-290,283.2
2016-291,295.39
2016-292,307.58
2016-293,319.77
2016-294,331.96
2016-295,344.15
2016-296,356.34
2016-297,8.53
2016-298,20.72
2016-299,32.92
2016-300,45.11
2016-301,57.3
2016-302,69.49
2016-303,81.68
2016-304,93.87
2016-305,106.06
2016-306,118.25
2016-307,130.44
2016-308,142.63
2016-309,154.83
2016-310,167.02
2016-311,179.21
2016-312,191.4
2016-313,203.59
2016-314,215.78
2016-315,227.97
2016-316,240.16
2016-317,252.35
2016-318,264.54
2016-319,276.74
2016-320,288.93
2016-321,301.12
2016-322,313.31
2016-323,325.5
2016-324,337.69
2016-325,349.88
2016-326,2.07
2016-327,14.26
2016-328,26.45
2016-329,38.65
2016-330,50.84
2016-331,63.03
2016-332,75.22
2016-333,87.41
2016-334,99.6
2016-335,111.79
2016-336,123.98
2016-337,136.17
2016-338,148.36
2016-339,160.56
2016-340,172.75
2016-341,184.94
2016-342,197.13
2016-343,209.32
2016-344,221.51
2016-345,233.7
2016-346,245.89
2016-347,258.08
2016-348,270.27
2016-349,282.47
2016-350,294.66
2016-351,306.85
2016-352,319.04
2016-353,331.23
2016-354,343.42
2016-355,355.61
2016-356,7.8
2016-357,19.99
2016-358,32.18
2016-359,44.38
2016-360,56.57
2016-361,68.76
2016-362,80.95
2016-363,93.14
2016-364,105.33
2016-365,117.52
2017-001,0.0
2017-002,12.19
2017-003,24.38
2017-004,36.57
2017-005,48.76
2017-006,60.95
2017-007,73.15
2017-008,85.34
2017-009,97.53
2017-010,109.72
2017-011,121.91
2017-012,134.1
2017-013,146.29
2017-014,158.48
2017-015,170.67
2017-016,182.86
2017-017,195.06
2017-018,207.25
2017-019,219.44
2017-020,231.63
2017-021,243.82
2017-022,256.01
2017-023,268.2
2017-024,280.39
2017-025,292.58
2017-026,304.77
2017-027,316.97
2017-028,329.16
2017-029,341.35
2017-030,353.54
2017-031,5.73
2017-032,17.92
2017-033,30.11
2017-034,42.3
2017-035,54.49
2017-036,66.68
2017-037,78.88
2017-038,91.07
2017-039,103.26
2017-040,115.45
2017-041,127.64
2017-042,139.83
2017-043,152.02
2017-044,164.21
2017-045,176.4
2017-046,188.59
2017-047,200.79
2017-048,212.98
2017-049,225.17
2017-050,237.36
2017-051,249.55
2017-052,261.74
2017-053,273.93
2017-054,286.12
2017-055,298.31
2017-056,310.5
2017-057,322.7
2017-058,334.89
2017-059,347.08
2017-060,359.27
2017-061,11.46
2017-062,23.65
2017-063,35.84
2017-064,48.03
2017-065,60.22
2017-066,72.41
2017-067,84.61
2017-068,96.8
2017-069,108.99
2017-070,121.18
2017-071,133.37
2017-072,145.56
2017-073,157.75
2017-074,169.94
2017-075,182.13
2017-076,194.32
2017-077,206.52
2017-078,218.71
2017-079,230.9
2017-080,243.09
2017-081,255.28
2017-082,267.47
2017-083,279.66
2017-084,291.85
2017-085,304.04
2017-086,316.23
2017-087,328.43
2017-088,340.62
2017-089,352.81
2017-090,5.0
2017-091,17.19
2017-092,29.38
2017-093,41.57
2017-094,53.76
2017-095,65.95
2017-096,78.14
2017-097,90.34
2017-098,102.53
2017-099,114.72
2017-100,126.91
2017-101,139.1
2017-102,151.29
2017-103,163.48
2017-104,175.67
2017-105,187.86
2017-106,200.05
2017-107,212.25
2017-108,224.44
2017-109,236.63
2017-110,248.82
2017-111,261.01
2017-112,273.2
2017-113,285.39
2017-114,297.58
2017-115,309.77
2017-116,321.96
2017-117,334.16
2017-118,346.35
2017-119,358.54
2017-120,10.73
2017-121,22.92
2017-122,35.11
2017-123,47.3
2017-124,59.49
2017-125,71.68
2017-126,83.87
2017-127,96.07
2017-128,108.26
2017-129,120.45
2017-130,132.64
2017-131,144.83
2017-132,157.02
2017-133,169.21
2017-134,181.4
2017-135,193.59
2017-136,205.78
2017-137,217.97
2017-138,230.17
2017-139,242.36
2017-140,254.55
2017-141,266.74
2017-142,278.93
2017-143,291.12
2017-144,303.31
2017-145,315.5
2017-146,327.69
2017-147,339.88
2017-148,352.08
2017-149,4.27
2017-150,16.46
2017-151,28.65
2017-152,40.84
2017-153,53.03
2017-154,65.22
2017-155,77.41
2017-156,89.6
2017-157,101.79
2017-158,113.99
2017-159,126.18
2017-160,138.37
2017-161,150.56
2017-162,162.75
2017-163,174.94
2017-164,187.13
2017-165,199.32
2017-166,211.51
2017-167,223.7
2017-168,235.9
2017-169,248.09
2017-170,260.28
2017-171,272.47
2017-172,284.66
2017-173,296.85
2017-174,309.04
2017-175,321.23
2017-176,333.42
2017-177,345.61
2017-178,357.81
2017-179,10.0
2017-180,22.19
2017-181,34.38
2017-182,46.57
2017-183,58.76
2017-184,70.95
2017-185,83.14
2017-186,95.33
2017-187,107.52
2017-188,119.72
2017-189,131.91
2017-190,144.1
2017-191,156.29
2017-192,168.48
2017-193,180.67
2017-194,192.86
2017-195,205.05
2017-196,217.24
2017-197,229.43
2017-198,241.63
2017-199,253.82
2017-200,266.01
2017-201,278.2
2017-202,290.39
2017-203,302.58
2017-204,314.77
2017-205,326.96
2017-206,339.15
2017-207,351.34
2017-208,3.54
2017-209,15.73
2017-210,27.92
2017-211,40.11
2017-212,52.3
2017-213,64.49
2017-214,76.68
2017-215,88.87
2017-216,101.06
2017-217,113.25
2017-218,125.45
2017-219,137.64
2017-220,149.83
2017-221,162.02
2017-222,174.21
2017-223,186.4
2017-224,198.59
2017-225,210.78
2017-226,222.97
2017-227,235.16
2017-228,247.36
2017-229,259.55
2017-230,271.74
2017-231,283.93
2017-232,296.12
2017-233,308.31
2017-234,320.5
2017-235,332.69
2017-236,344.88
2017-237,357.07
2017-238,9.27
2017-239,21.46
2017-240,33.65
2017-241,45.84
2017-242,58.03
2017-243,70.22
2017-244,82.41
2017-245,94.6
2017-246,106.79
2017-247,118.98
2017-248,131.18
2017-249,143.37
2017-250,155.56
2017-251,167.75
2017-252,179.94
2017-253,192.13
2017-254,204.32
2017-255,216.51
2017-256,228.7
2017-257,240.89
2017-258,253.08
2017-259,265.28
2017-260,277.47
2017-261,289.66
2017-262,301.85
2017-263,314.04
2017-264,326.23
2017-265,338.42
2017-266,350.61
2017-267,2.8
2017-268,14.99
2017-269,27.19
2017-270,39.38
2017-271,51.57
2017-272,63.76
2017-273,75.95
2017-274,88.14
2017-275,100.33
2017-276,112.52
2017-277,124.71
2017-278,136.9
2017-279,149.1
2017-280,161.29
2017-281,173.48
2017-282,185.67
2017-283,197.86
2017-284,210.05
2017-285,222.24
2017-286,234.43
2017-287,246.62
2017-288,258.81
2017-289,271.01
2017-290,283.2
2017-291,295.39
2017-292,307.58
2017-293,319.77
2017-294,331.96
2017-295,344.15
2017-296,356.34
2017-297,8.53
2017-298,20.72
2017-299,32.92
2017-300,45.11
2017-301,57.3
2017-302,69.49
2017-303,81.68
2017-304,93.87
2017-305,106.06
2017-306,118.25
2017-307,130.44
2017-308,142.63
2017-309,154.83
2017-310,167.02
2017-311,179.21
2017-312,191.4
2017-313,203.59
2017-314,215.78
2017-315,227.97
2017-316,240.16
2017-317,252.35
2017-318,264.54
2017-319,276.74
2017-320,288.93
2017-321,301.12
2017-322,313.31
2017-323,325.5
2017-324,337.69
2017-325,349.88
2017-326,2.07
2017-327,14.26
2017-328,26.45
2017-329,38.65
2017-330,50.84
2017-331,63.03
2017-332,75.22
2017-333,87.41
2017-334,99.6
2017-335,111.79
2017-336,123.98
2017-337,136.17
2017-338,148.36
2017-339,160.56
2017-340,172.75
2017-341,184.94
2017-342,197.13
2017-343,209.32
2017-344,221.51
2017-345,233.7
2017-346,245.89
2017-347,258.08
2017-348,270.27
2017-349,282.47
2017-350,294.66
2017-351,306.85
2017-352,319.04
2017-353,331.23
2017-354,343.42
2017-355,355.61
2017-356,7.8
2017-357,19.99
2017-358,32.18
2017-359,44.38
2017-360,56.57
2017-361,68.76
2017-362,80.95
2017-363,93.14
2017-364,105.33
2017-365,117.52
2018-001,0.0
2018-002,12.19
2018-003,24.38
2018-004,36.57
2018-005,48.76
2018-006,60.95
2018-007,73.15
2018-008,85.34
2018-009,97.53
2018-010,109.72
2018-011,121.91
2018-012,134.1
2018-013,146.29
2018-014,158.48
2018-015,170.67
2018-016,182.86
2018-017,195.06
2018-018,207.25
2018-019,219.44
2018-020,231.63
2018-021,243.82
2018-022,256.01
2018-023,268.2
2018-024,280.39
2018-025,292.58
2018-026,304.77
2018-027,316.97
2018-028,329.16
2018-029,341.35
2018-030,353.54
2018-031,5.73
2018-032,17.92
2018-033,30.11
2018-034,42.3
2018-035,54.49
2018-036,66.68
2018-037,78.88
2018-038,91.07
2018-039,103.26
2018-040,115.45
2018-041,127.64
2018-042,139.83
2018-043,152.02
2018-044,164.21
2018-045,176.4
2018-046,188.59
2018-047,200.79
2018-048,212.98
2018-049,225.17
2018-050,237.36
2018-051,249.55
2018-052,261.74
2018-053,273.93
2018-054,286.12
2018-055,298.31
2018-056,310.5
2018-057,322.7
2018-058,334.89
2018-059,347.08
2018-060,359.27
2018-061,11.46
2018-062,23.65
2018-063,35.84
2018-064,48.03
2018-065,60.22
2018-066,72.41
2018-067,84.61
2018-068,96.8
2018-069,108.99
2018-070,121.18
2018-071,133.37
2018-072,145.56
2018-073,157.75
2018-074,169.94
2018-075,182.13
2018-076,194.32
2018-077,206.52
2018-078,218.71
2018-079,230.9
2018-080,243.09
2018-081,255.28
2018-082,267.47
2018-083,279.66
2018-084,291.85
2018-085,304.04
2018-086,316.23
2018-087,328.43
2018-088,340.62
2018-089,352.81
2018-090,5.0
2018-091,17.19
2018-092,29.38
2018-093,41.57
2018-094,53.76
2018-095,65.95
2018-096,78.14
2018-097,90.34
2018-098,102.53
2018-099,114.72
2018-100,126.91
2018-101,139.1
2018-102,151.29
2018-103,163.48
2018-104,175.67
2018-105,187.86
2018-106,200.05
2018-107,212.25
2018-108,224.44
2018-109,236.63
2018-110,248.82
2018-111,261.01
2018-112,273.2
2018-113,285.39
2018-114,297.58
2018-115,309.77
2018-116,321.96
2018-117,334.16
2018-118,346.35
2018-119,358.54
2018-120,10.73
2018-121,22.92
2018-122,35.11
2018-123,47.3
2018-124,59.49
2018-125,71.68
2018-126,83.87
2018-127,96.07
2018-128,108.26
2018-129,120.45
2018-130,132.64
2018-131,144.83
2018-132,157.02
2018-133,169.21
2018-134,181.4
2018-135,193.59
2018-136,205.78
2018-137,217.97
2018-138,230.17
2018-139,242.36
2018-140,254.55
2018-141,266.74
2018-142,278.93
2018-143,291.12
2018-144,303.31
2018-145,315.5
2018-146,327.69
2018-147,339.88
2018-148,352.08
2018-149,4.27
2018-150,16.46
2018-151,28.65
2018-152,40.84
2018-153,53.03
2018-154,65.22
2018-155,77.41
2018-156,89.6
2018-157,101.79
2018-158,113.99
2018-159,126.18
2018-160,138.37
2018-161,150.56
2018-162,162.75
2018-163,174.94
2018-164,187.13
2018-165,199.32
2018-166,211.51
2018-167,223.7
2018-168,235.9
2018-169,248.09
2018-170,260.28
2018-171,272.47
2018-172,284.66
2018-173,296.85
2018-174,309.04
2018-175,321.23
2018-176,333.42
2018-177,345.61
2018-178,357.81
2018-179,10.0
2018-180,22.19
2018-181,34.38
2018-182,46.57
2018-183,58.76
2018-184,70.95
2018-185,83.14
2018-186,95.33
2018-187,107.52
2018-188,119.72
2018-189,131.91
2018-190,144.1
2018-191,156.29
2018-192,168.48
2018-193,180.67
2018-194,192.86
2018-195,205.05
2018-196,217.24
2018-197,229.43
2018-198,241.63
2018-199,253.82
2018-200,266.01
2018-201,278.2
2018-202,290.39
2018-203,302.58
2018-204,314.77
2018-205,326.96
2018-206,339.15
2018-207,351.34
2018-208,3.54
2018-209,15.73
2018-210,27.92
2018-211,40.11
2018-212,52.3
2018-213,64.49
2018-214,76.68
2018-215,88.87
2018-216,101.06
2018-217,113.25
2018-218,125.45
2018-219,137.64
2018-220,149.83
2018-221,162.02
2018-222,174.21
2018-223,186.4
2018-224,198.59
2018-225,210.78
2018-226,222.97
2018-227,235.16
2018-228,247.36
2018-229,259.55
2018-230,271.74
2018-231,283.93
2018-232,296.12
2018-233,308.31
2018-234,320.5
2018-235,332.69
2018-236,344.88
2018-237,357.07
2018-238,9.27
2018-239,21.46
2018-240,33.65
2018-241,45.84
2018-242,58.03
2018-243,70.22
2018-244,82.41
2018-245,94.6
2018-246,106.79
2018-247,118.98
2018-248,131.18
2018-249,143.37
2018-250,155.56
2018-251,167.75
2018-252,179.94
2018-253,192.13
2018-254,204.32
2018-255,216.51
2018-256,228.7
2018-257,240.89
2018-258,253.08
2018-259,265.28
2018-260,277.47
2018-261,289.66
2018-262,301.85
2018-263,314.04
2018-264,326.23
2018-265,338.42
2018-266,350.61
2018-267,2.8
2018-268,14.99
2018-269,27.19
2018-270,39.38
2018-271,51.57
2018-272,63.76
2018-273,75.95
2018-274,88.14
2018-275,100.33
2018-276,112.52
2018-277,124.71
2018-278,136.9
2018-279,149.1
2018-280,161.29
2018-281,173.48
2018-282,185.67
2018-283,197.86
2018-284,210.05
2018-285,222.24
2018-286,234.43
2018-287,246.62
2018-288,258.81
2018-289,271.01
2018-290,283.2
2018-291,295.39
2018-292,307.58
2018-293,319.77
2018-294,331.96
2018-295,344.15
2018-296,356.34
2018-297,8.53
2018-298,20.72
2018-299,32.92
2018-300,45.11
2018-301,57.3
2018-302,69.49
2018-303,81.68
2018-304,93.87
2018-305,106.06
2018-306,118.25
2018-307,130.44
2018-308,142.63
2018-309,154.83
2018-310,167.02
2018-311,179.21
2018-312,191.4
2018-313,203.59
2018-314,215.78
2018-315,227.97
2018-316,240.16
2018-317,252.35
2018-318,264.54
2018-319,276.74
2018-320,288.93
2018-321,301.12
2018-322,313.31
2018-323,325.5
2018-324,337.69
2018-325,349.88
2018-326,2.07
2018-327,14.26
2018-328,26.45
2018-329,38.65
2018-330,50.84
2018-331,63.03
2018-332,75.22
2018-333,87.41
2018-334,99.6
2018-335,111.79
2018-336,123.98
2018-337,136.17
2018-338,148.36
2018-339,160.56
2018-340,172.75
2018-341,184.94
2018-342,197.13
2018-343,209.32
2018-344,221.51
2018-345,233.7
2018-346,245.89
2018-347,258.08
2018-348,270.27
2018-349,282.47
2018-350,294.66
2018-351,306.85
2018-352,319.04
2018-353,331.23
2018-354,343.42
2018-355,355.61
2018-356,7.8
2018-357,19.99
2018-358,32.18
2018-359,44.38
2018-360,56.57
2018-361,68.76
2018-362,80.95
2018-363,93.14
2018-364,105.33
2018-365,117.52
2019-001,0.0
2019-002,12.19
2019-003,24.38
2019-004,36.57
2019-005,48.76
2019-006,60.95
2019-007,73.15
2019-008,85.34
2019-009,97.53
2019-010,109.72
2019-011,121.91
2019-012,134.1
2019-013,146.29
2019-014,158.48
2019-015,170.67
2019-016,182.86
2019-017,195.06
2019-018,207.25
2019-019,219.44
2019-020,231.63
2019-021,243.82
2019-022,256.01
2019-023,268.2
2019-024,280.39
2019-025,292.58
2019-026,304.77
2019-027,316.97
2019-028,329.16
2019-029,341.35
2019-030,353.54
2019-031,5.73
2019-032,17.92
2019-033,30.11
2019-034,42.3
2019-035,54.49
2019-036,66.68
2019-037,78.88
2019-038,91.07
2019-039,103.26
2019-040,115.45
2019-041,127.64
2019-042,139.83
2019-043,152.02
2019-044,164.21
2019-045,176.4
2019-046,188.59
2019-047,200.79
2019-048,212.98
2019-049,225.17
2019-050,237.36
2019-051,249.55
2019-052,261.74
2019-053,273.93
2019-054,286.12
2019-055,298.31
2019-056,310.5
2019-057,322.7
2019-058,334.89
2019-059,347.08
2019-060,359.27
2019-061,11.46
2019-062,23.65
2019-063,35.84
2019-064,48.03
2019-065,60.22
2019-066,72.41
2019-067,84.61
2019-068,96.8
2019-069,108.99
2019-070,121.18
2019-071,133.37
2019-072,145.56
2019-073,157.75
2019-074,169.94
2019-075,182.13
2019-076,194.32
2019-077,206.52
2019-078,218.71
2019-079,230.9
2019-080,243.09
2019-081,255.28
2019-082,267.47
2019-083,279.66
2019-084,291.85
2019-085,304.04
2019-086,316.23
2019-087,328.43
2019-088,340.62
2019-089,352.81
2019-090,5.0
2019-091,17.19
2019-092,29.38
2019-093,41.57
2019-094,53.76
2019-095,65.95
2019-096,78.14
2019-097,90.34
2019-098,102.53
2019-099,114.72
2019-100,126.91
2019-101,139.1
2019-102,151.29
2019-103,163.48
2019-104,175.67
2019-105,187.86
2019-106,200.05
2019-107,212.25
2019-108,224.44
2019-109,236.63
2019-110,248.82
2019-111,261.01
2019-112,273.2
2019-113,285.39
2019-114,297.58
2019-115,309.77
2019-116,321.96
2019-117,334.16
2019-118,346.35
2019-119,358.54
2019-120,10.73
2019-121,22.92
2019-122,35.11
2019-123,47.3
2019-124,59.49
2019-125,71.68
2019-126,83.87
2019-127,96.07
2019-128,108.26
2019-129,120.45
2019-130,132.64
2019-131,144.83
2019-132,157.02
2019-133,169.21
2019-134,181.4
2019-135,193.59
2019-136,205.78
2019-137,217.97
2019-138,230.17
2019-139,242.36
2019-140,254.55
2019-141,266.74
2019-142,278.93
2019-143,291.12
2019-144,303.31
2019-145,315.5
2019-146,327.69
2019-147,339.88
2019-148,352.08
2019-149,4.27
2019-150,16.46
2019-151,28.65
2019-152,40.84
2019-153,53.03
2019-154,65.22
2019-155,77.41
2019-156,89.6
2019-157,101.79
2019-158,113.99
2019-159,126.18
2019-160,138.37
2019-161,150.56
2019-162,162.75
2019-163,174.94
2019-164,187.13
2019-165,199.32
2019-166,211.51
2019-167,223.7
2019-168,235.9
2019-169,248.09
2019-170,260.28
2019-171,272.47
2019-172,284.66
2019-173,296.85
2019-174,309.04
2019-175,321.23
2019-176,333.42
2019-177,345.61
2019-178,357.81
2019-179,10.0
2019-180,22.19
2019-181,34.38
2019-182,46.57
2019-183,58.76
2019-184,70.95
2019-185,83.14
2019-186,95.33
2019-187,107.52
2019-188,119.72
2019-189,131.91
2019-190,144.1
2019-191,156.29
2019-192,168.48
2019-193,180.67
2019-194,192.86
2019-195,205.05
2019-196,217.24
2019-197,229.43
2019-198,241.63
2019-199,253.82
2019-200,266.01
2019-201,278.2
2019-202,290.39
2019-203,302.58
2019-204,314.77
2019-205,326.96
2019-206,339.15
2019-207,351.34
2019-208,3.54
2019-209,15.73
2019-210,27.92
2019-211,40.11
2019-212,52.3
2019-213,64.49
2019-214,76.68
2019-215,88.87
2019-216,101.06
2019-217,113.25
2019-218,125.45
2019-219,137.64
2019-220,149.83
2019-221,162.02
2019-222,174.21
2019-223,186.4
2019-224,198.59
2019-225,210.78
2019-226,222.97
2019-227,235.16
2019-228,247.36
2019-229,259.55
2019-230,271.74
2019-231,283.93
2019-232,296.12
2019-233,308.31
2019-234,320.5
2019-235,332.69
2019-236,344.88
2019-237,357.07
2019-238,9.27
2019-239,21.46
2019-240,33.65
2019-241,45.84
2019-242,58.03
2019-243,70.22
2019-244,82.41
2019-245,94.6
2019-246,106.79
2019-247,118.98
2019-248,131.18
2019-249,143.37
2019-250,155.56
2019-251,167.75
2019-252,179.94
2019-253,192.13
2019-254,204.32
2019-255,216.51
2019-256,228.7
2019-257,240.89
2019-258,253.08
2019-259,265.28
2019-260,277.47
2019-261,289.66
2019-262,301.85
2019-263,314.04
2019-264,326.23
2019-265,338.42
2019-266,350.61
2019-267,2.8
2019-268,14.99
2019-269,27.19
2019-270,39.38
2019-271,51.57
2019-272,63.76
2019-273,75.95
2019-274,88.14
2019-275,100.33
2019-276,112.52
2019-277,124.71
2019-278,136.9
2019-279,149.1
2019-280,161.29
2019-281,173.48
2019-282,185.67
2019-283,197.86
2019-284,210.05
2019-285,222.24
2019-286,234.43
2019-287,246.62
2019-288,258.81
2019-289,271.01
2019-290,283.2
2019-291,295.39
2019-292,307.58
2019-293,319.77
2019-294,331.96
2019-295,344.15
2019-296,356.34
2019-297,8.53
2019-298,20.72
2019-299,32.92
2019-300,45.11
2019-301,57.3
2019-302,69.49
2019-303,81.68
