Date,Solar_Longitude
2013-329,323.51
2013-330,324.49
2013-331,325.48
2013-332,326.47
2013-333,327.45
2013-334,328.44
2013-335,329.42
2013-336,330.41
2013-337,331.4
2013-338,332.38
2013-339,333.37
2013-340,334.36
2013-341,335.34
2013-342,336.33
2013-343,337.32
2013-344,338.3
2013-345,339.29
2013-346,340.27
2013-347,341.26
2013-348,342.25
2013-349,343.23
2013-350,344.22
2013-351,345.21
2013-352,346.19
2013-353,347.18
2013-354,348.16
2013-355,349.15
2013-356,350.14
2013-357,351.12
2013-358,352.11
2013-359,353.1
2013-360,354.08
2013-361,355.07
2013-362,356.05
2013-363,357.04
2013-364,358.03
2013-365,359.01
2014-001,0.0
2014-002,0.99
2014-003,1.97
2014-004,2.96
2014-005,3.95
2014-006,4.93
2014-007,5.92
2014-008,6.9
2014-009,7.89
2014-010,8.88
2014-011,9.86
2014-012,10.85
2014-013,11.84
2014-014,12.82
2014-015,13.81
2014-016,14.79
2014-017,15.78
2014-018,16.77
2014-019,17.75
2014-020,18.74
2014-021,19.73
2014-022,20.71
2014-023,21.7
2014-024,22.68
2014-025,23.67
2014-026,24.66
2014-027,25.64
2014-028,26.63
2014-029,27.62
2014-030,28.6
2014-031,29.59
2014-032,30.58
2014-033,31.56
2014-034,32.55
2014-035,33.53
2014-036,34.52
2014-037,35.51
2014-038,36.49
2014-039,37.48
2014-040,38.47
2014-041,39.45
2014-042,40.44
2014-043,41.42
2014-044,42.41
2014-045,43.4
2014-046,44.38
2014-047,45.37
2014-048,46.36
2014-049,47.34
2014-050,48.33
2014-051,49.32
2014-052,50.3
2014-053,51.29
2014-054,52.27
2014-055,53.26
2014-056,54.25
2014-057,55.23
2014-058,56.22
2014-059,57.21
2014-060,58.19
2014-061,59.18
2014-062,60.16
2014-063,61.15
2014-064,62.14
2014-065,63.12
2014-066,64.11
2014-067,65.1
2014-068,66.08
2014-069,67.07
2014-070,68.05
2014-071,69.04
2014-072,70.03
2014-073,71.01
2014-074,72.0
2014-075,72.99
2014-076,73.97
2014-077,74.96
2014-078,75.95
2014-079,76.93
2014-080,77.92
2014-081,78.9
2014-082,79.89
2014-083,80.88
2014-084,81.86
2014-085,82.85
2014-086,83.84
2014-087,84.82
2014-088,85.81
2014-089,86.79
2014-090,87.78
2014-091,88.77
2014-092,89.75
2014-093,90.74
2014-094,91.73
2014-095,92.71
2014-096,93.7
2014-097,94.68
2014-098,95.67
2014-099,96.66
2014-100,97.64
2014-101,98.63
2014-102,99.62
2014-103,100.6
2014-104,101.59
2014-105,102.58
2014-106,103.56
2014-107,104.55
2014-108,105.53
2014-109,106.52
2014-110,107.51
2014-111,108.49
2014-112,109.48
2014-113,110.47
2014-114,111.45
2014-115,112.44
2014-116,113.42
2014-117,114.41
2014-118,115.4
2014-119,116.38
2014-120,117.37
2014-121,118.36
2014-122,119.34
2014-123,120.33
2014-124,121.32
2014-125,122.3
2014-126,123.29
2014-127,124.27
2014-128,125.26
2014-129,126.25
2014-130,127.23
2014-131,128.22
2014-132,129.21
2014-133,130.19
2014-134,131.18
2014-135,132.16
2014-136,133.15
2014-137,134.14
2014-138,135.12
2014-139,136.11
2014-140,137.1
2014-141,138.08
2014-142,139.07
2014-143,140.05
2014-144,141.04
2014-145,142.03
2014-146,143.01
2014-147,144.0
2014-148,144.99
2014-149,145.97
2014-150,146.96
2014-151,147.95
2014-152,148.93
2014-153,149.92
2014-154,150.9
2014-155,151.89
2014-156,152.88
2014-157,153.86
2014-158,154.85
2014-159,155.84
2014-160,156.82
2014-161,157.81
2014-162,158.79
2014-163,159.78
2014-164,160.77
2014-165,161.75
2014-166,162.74
2014-167,163.73
2014-168,164.71
2014-169,165.7
2014-170,166.68
2014-171,167.67
2014-172,168.66
2014-173,169.64
2014-174,170.63
2014-175,171.62
2014-176,172.6
2014-177,173.59
2014-178,174.58
2014-179,175.56
2014-180,176.55
2014-181,177.53
2014-182,178.52
2014-183,179.51
2014-184,180.49
2014-185,181.48
2014-186,182.47
2014-187,183.45
2014-188,184.44
2014-189,185.42
2014-190,186.41
2014-191,187.4
2014-192,188.38
2014-193,189.37
2014-194,190.36
2014-195,191.34
2014-196,192.33
2014-197,193.32
2014-198,194.3
2014-199,195.29
2014-200,196.27
2014-201,197.26
2014-202,198.25
2014-203,199.23
2014-204,200.22
2014-205,201.21
2014-206,202.19
2014-207,203.18
2014-208,204.16
2014-209,205.15
2014-210,206.14
2014-211,207.12
2014-212,208.11
2014-213,209.1
2014-214,210.08
2014-215,211.07
2014-216,212.05
2014-217,213.04
2014-218,214.03
2014-219,215.01
2014-220,216.0
2014-221,216.99
2014-222,217.97
2014-223,218.96
2014-224,219.95
2014-225,220.93
2014-226,221.92
2014-227,222.9
2014-228,223.89
2014-229,224.88
2014-230,225.86
2014-231,226.85
2014-232,227.84
2014-233,228.82
2014-234,229.81
2014-235,230.79
2014-236,231.78
2014-237,232.77
2014-238,233.75
2014-239,234.74
2014-240,235.73
2014-241,236.71
2014-242,237.7
2014-243,238.68
2014-244,239.67
2014-245,240.66
2014-246,241.64
2014-247,242.63
2014-248,243.62
2014-249,244.6
2014-250,245.59
2014-251,246.58
2014-252,247.56
2014-253,248.55
2014-254,249.53
2014-255,250.52
2014-256,251.51
2014-257,252.49
2014-258,253.48
2014-259,254.47
2014-260,255.45
2014-261,256.44
2014-262,257.42
2014-263,258.41
2014-264,259.4
2014-265,260.38
2014-266,261.37
2014-267,262.36
2014-268,263.34
2014-269,264.33
2014-270,265.32
2014-271,266.3
2014-272,267.29
2014-273,268.27
2014-274,269.26
2014-275,270.25
2014-276,271.23
2014-277,272.22
2014-278,273.21
2014-279,274.19
2014-280,275.18
2014-281,276.16
2014-282,277.15
2014-283,278.14
2014-284,279.12
2014-285,280.11
2014-286,281.1
2014-287,282.08
2014-288,283.07
2014-289,284.05
2014-290,285.04
2014-291,286.03
2014-292,287.01
2014-293,288.0
2014-294,288.99
2014-295,289.97
2014-296,290.96
2014-297,291.95
2014-298,292.93
2014-299,293.92
2014-300,294.9
2014-301,295.89
2014-302,296.88
2014-303,297.86
2014-304,298.85
2014-305,299.84
2014-306,300.82
2014-307,301.81
2014-308,302.79
2014-309,303.78
2014-310,304.77
2014-311,305.75
2014-312,306.74
2014-313,307.73
2014-314,308.71
2014-315,309.7
2014-316,310.68
2014-317,311.67
2014-318,312.66
2014-319,313.64
2014-320,314.63
2014-321,315.62
2014-322,316.6
2014-323,317.59
2014-324,318.58
2014-325,319.56
2014-326,320.55
2014-327,321.53
2014-328,322.52
2014-329,323.51
2014-330,324.49
2014-331,325.48
2014-332,326.47
2014-333,327.45
2014-334,328.44
2014-335,329.42
2014-336,330.41
2014-337,331.4
2014-338,332.38
2014-339,333.37
2014-340,334.36
2014-341,335.34
2014-342,336.33
2014-343,337.32
2014-344,338.3
2014-345,339.29
2014-346,340.27
2014-347,341.26
2014-348,342.25
2014-349,343.23
2014-350,344.22
2014-351,345.21
2014-352,346.19
2014-353,347.18
2014-354,348.16
2014-355,349.15
2014-356,350.14
2014-357,351.12
2014-358,352.11
2014-359,353.1
2014-360,354.08
2014-361,355.07
2014-362,356.05
2014-363,357.04
2014-364,358.03
2014-365,359.01
2015-001,0.0
2015-002,0.99
2015-003,1.97
2015-004,2.96
2015-005,3.95
2015-006,4.93
2015-007,5.92
2015-008,6.9
2015-009,7.89
2015-010,8.88
2015-011,9.86
2015-012,10.85
2015-013,11.84
2015-014,12.82
2015-015,13.81
2015-016,14.79
2015-017,15.78
2015-018,16.77
2015-019,17.75
2015-020,18.74
2015-021,19.73
2015-022,20.71
2015-023,21.7
2015-024,22.68
2015-025,23.67
2015-026,24.66
2015-027,25.64
2015-028,26.63
2015-029,27.62
2015-030,28.6
2015-031,29.59
2015-032,30.58
2015-033,31.56
2015-034,32.55
2015-035,33.53
2015-036,34.52
2015-037,35.51
2015-038,36.49
2015-039,37.48
2015-040,38.47
2015-041,39.45
2015-042,40.44
2015-043,41.42
2015-044,42.41
2015-045,43.4
2015-046,44.38
2015-047,45.37
2015-048,46.36
2015-049,47.34
2015-050,48.33
2015-051,49.32
2015-052,50.3
2015-053,51.29
2015-054,52.27
2015-055,53.26
2015-056,54.25
2015-057,55.23
2015-058,56.22
2015-059,57.21
2015-060,58.19
2015-061,59.18
2015-062,60.16
2015-063,61.15
2015-064,62.14
2015-065,63.12
2015-066,64.11
2015-067,65.1
2015-068,66.08
2015-069,67.07
2015-070,68.05
2015-071,69.04
2015-072,70.03
2015-073,71.01
2015-074,72.0
2015-075,72.99
2015-076,73.97
2015-077,74.96
2015-078,75.95
2015-079,76.93
2015-080,77.92
2015-081,78.9
2015-082,79.89
2015-083,80.88
2015-084,81.86
2015-085,82.85
2015-086,83.84
2015-087,84.82
2015-088,85.81
2015-089,86.79
2015-090,87.78
2015-091,88.77
2015-092,89.75
2015-093,90.74
2015-094,91.73
2015-095,92.71
2015-096,93.7
2015-097,94.68
2015-098,95.67
2015-099,96.66
2015-100,97.64
2015-101,98.63
2015-102,99.62
2015-103,100.6
2015-104,101.59
2015-105,102.58
2015-106,103.56
2015-107,104.55
2015-108,105.53
2015-109,106.52
2015-110,107.51
2015-111,108.49
2015-112,109.48
2015-113,110.47
2015-114,111.45
2015-115,112.44
2015-116,113.42
2015-117,114.41
2015-118,115.4
2015-119,116.38
2015-120,117.37
2015-121,118.36
2015-122,119.34
2015-123,120.33
2015-124,121.32
2015-125,122.3
2015-126,123.29
2015-127,124.27
2015-128,125.26
2015-129,126.25
2015-130,127.23
2015-131,128.22
2015-132,129.21
2015-133,130.19
2015-134,131.18
2015-135,132.16
2015-136,133.15
2015-137,134.14
2015-138,135.12
2015-139,136.11
2015-140,137.1
2015-141,138.08
2015-142,139.07
2015-143,140.05
2015-144,141.04
2015-145,142.03
2015-146,143.01
2015-147,144.0
2015-148,144.99
2015-149,145.97
2015-150,146.96
2015-151,147.95
2015-152,148.93
2015-153,149.92
2015-154,150.9
2015-155,151.89
2015-156,152.88
2015-157,153.86
2015-158,154.85
2015-159,155.84
2015-160,156.82
2015-161,157.81
2015-162,158.79
2015-163,159.78
2015-164,160.77
2015-165,161.75
2015-166,162.74
2015-167,163.73
2015-168,164.71
2015-169,165.7
2015-170,166.68
2015-171,167.67
2015-172,168.66
2015-173,169.64
2015-174,170.63
2015-175,171.62
2015-176,172.6
2015-177,173.59
2015-178,174.58
2015-179,175.56
2015-180,176.55
2015-181,177.53
2015-182,178.52
2015-183,179.51
2015-184,180.49
2015-185,181.48
2015-186,182.47
2015-187,183.45
2015-188,184.44
2015-189,185.42
2015-190,186.41
2015-191,187.4
2015-192,188.38
2015-193,189.37
2015-194,190.36
2015-195,191.34
2015-196,192.33
2015-197,193.32
2015-198,194.3
2015-199,195.29
2015-200,196.27
2015-201,197.26
2015-202,198.25
2015-203,199.23
2015-204,200.22
2015-205,201.21
2015-206,202.19
2015-207,203.18
2015-208,204.16
2015-209,205.15
2015-210,206.14
2015-211,207.12
2015-212,208.11
2015-213,209.1
2015-214,210.08
2015-215,211.07
2015-216,212.05
2015-217,213.04
2015-218,214.03
2015-219,215.01
2015-220,216.0
2015-221,216.99
2015-222,217.97
2015-223,218.96
2015-224,219.95
2015-225,220.93
2015-226,221.92
2015-227,222.9
2015-228,223.89
2015-229,224.88
2015-230,225.86
2015-231,226.85
2015-232,227.84
2015-233,228.82
2015-234,229.81
2015-235,230.79
2015-236,231.78
2015-237,232.77
2015-238,233.75
2015-239,234.74
2015-240,235.73
2015-241,236.71
2015-242,237.7
2015-243,238.68
2015-244,239.67
2015-245,240.66
2015-246,241.64
2015-247,242.63
2015-248,243.62
2015-249,244.6
2015-250,245.59
2015-251,246.58
2015-252,247.56
2015-253,248.55
2015-254,249.53
2015-255,250.52
2015-256,251.51
2015-257,252.49
2015-258,253.48
2015-259,254.47
2015-260,255.45
2015-261,256.44
2015-262,257.42
2015-263,258.41
2015-264,259.4
2015-265,260.38
2015-266,261.37
2015-267,262.36
2015-268,263.34
2015-269,264.33
2015-270,265.32
2015-271,266.3
2015-272,267.29
2015-273,268.27
2015-274,269.26
2015-275,270.25
2015-276,271.23
2015-277,272.22
2015-278,273.21
2015-279,274.19
2015-280,275.18
2015-281,276.16
2015-282,277.15
2015-283,278.14
2015-284,279.12
2015-285,280.11
2015-286,281.1
2015-287,282.08
2015-288,283.07
2015-289,284.05
2015-290,285.04
2015-291,286.03
2015-292,287.01
2015-293,288.0
2015-294,288.99
2015-295,289.97
2015-296,290.96
2015-297,291.95
2015-298,292.93
2015-299,293.92
2015-300,294.9
2015-301,295.89
2015-302,296.88
2015-303,297.86
2015-304,298.85
2015-305,299.84
2015-306,300.82
2015-307,301.81
2015-308,302.79
2015-309,303.78
2015-310,304.77
2015-311,305.75
2015-312,306.74
2015-313,307.73
2015-314,308.71
2015-315,309.7
2015-316,310.68
2015-317,311.67
2015-318,312.66
2015-319,313.64
2015-320,314.63
2015-321,315.62
2015-322,316.6
2015-323,317.59
2015-324,318.58
2015-325,319.56
2015-326,320.55
2015-327,321.53
2015-328,322.52
2015-329,323.51
2015-330,324.49
2015-331,325.48
2015-332,326.47
2015-333,327.45
2015-334,328.44
2015-335,329.42
2015-336,330.41
2015-337,331.4
2015-338,332.38
2015-339,333.37
2015-340,334.36
2015-341,335.34
2015-342,336.33
2015-343,337.32
2015-344,338.3
2015-345,339.29
2015-346,340.27
2015-347,341.26
2015-348,342.25
2015-349,343.23
2015-350,344.22
2015-351,345.21
2015-352,346.19
2015-353,347.18
2015-354,348.16
2015-355,349.15
2015-356,350.14
2015-357,351.12
2015-358,352.11
2015-359,353.1
2015-360,354.08
2015-361,355.07
2015-362,356.05
2015-363,357.04
2015-364,358.03
2015-365,359.01
2016-001,0.0
2016-002,0.99
2016-003,1.97
2016-004,2.96
2016-005,3.95
2016-006,4.93
2016-007,5.92
2016-008,6.9
2016-009,7.89
2016-010,8.88
2016-011,9.86
2016-012,10.85
2016-013,11.84
2016-014,12.82
2016-015,13.81
2016-016,14.79
2016-017,15.78
2016-018,16.77
2016-019,17.75
2016-020,18.74
2016-021,19.73
2016-022,20.71
2016-023,21.7
2016-024,22.68
2016-025,23.67
2016-026,24.66
2016-027,25.64
2016-028,26.63
2016-029,27.62
2016-030,28.6
2016-031,29.59
2016-032,30.58
2016-033,31.56
2016-034,32.55
2016-035,33.53
2016-036,34.52
2016-037,35.51
2016-038,36.49
2016-039,37.48
2016-040,38.47
2016-041,39.45
2016-042,40.44
2016-043,41.42
2016-044,42.41
2016-045,43.4
2016-046,44.38
2016-047,45.37
2016-048,46.36
2016-049,47.34
2016-050,48.33
2016-051,49.32
2016-052,50.3
2016-053,51.29
2016-054,52.27
2016-055,53.26
2016-056,54.25
2016-057,55.23
2016-058,56.22
2016-059,57.21
2016-060,58.19
2016-061,59.18
2016-062,60.16
2016-063,61.15
2016-064,62.14
2016-065,63.12
2016-066,64.11
2016-067,65.1
2016-068,66.08
2016-069,67.07
2016-070,68.05
2016-071,69.04
2016-072,70.03
2016-073,71.01
2016-074,72.0
2016-075,72.99
2016-076,73.97
2016-077,74.96
2016-078,75.95
2016-079,76.93
2016-080,77.92
2016-081,78.9
2016-082,79.89
2016-083,80.88
2016-084,81.86
2016-085,82.85
2016-086,83.84
2016-087,84.82
2016-088,85.81
2016-089,86.79
2016-090,87.78
2016-091,88.77
2016-092,89.75
2016-093,90.74
2016-094,91.73
2016-095,92.71
2016-096,93.7
2016-097,94.68
2016-098,95.67
2016-099,96.66
2016-100,97.64
2016-101,98.63
2016-102,99.62
2016-103,100.6
2016-104,101.59
2016-105,102.58
2016-106,103.56
2016-107,104.55
2016-108,105.53
2016-109,106.52
2016-110,107.51
2016-111,108.49
2016-112,109.48
2016-113,110.47
2016-114,111.45
2016-115,112.44
2016-116,113.42
2016-117,114.41
2016-118,115.4
2016-119,116.38
2016-120,117.37
2016-121,118.36
2016-122,119.34
2016-123,120.33
2016-124,121.32
2016-125,122.3
2016-126,123.29
2016-127,124.27
2016-128,125.26
2016-129,126.25
2016-130,127.23
2016-131,128.22
2016-132,129.21
2016-133,130.19
2016-134,131.18
2016-135,132.16
2016-136,133.15
2016-137,134.14
2016-138,135.12
2016-139,136.11
2016-140,137.1
2016-141,138.08
2016-142,139.07
2016-143,140.05
2016-144,141.04
2016-145,142.03
2016-146,143.01
2016-147,144.0
2016-148,144.99
2016-149,145.97
2016-150,146.96
2016-151,147.95
2016-152,148.93
2016-153,149.92
2016-154,150.9
2016-155,151.89
2016-156,152.88
2016-157,153.86
2016-158,154.85
2016-159,155.84
2016-160,156.82
2016-161,157.81
2016-162,158.79
2016-163,159.78
2016-164,160.77
2016-165,161.75
2016-166,162.74
2016-167,163.73
2016-168,164.71
2016-169,165.7
2016-170,166.68
2016-171,167.67
2016-172,168.66
2016-173,169.64
2016-174,170.63
2016-175,171.62
2016-176,172.6
2016-177,173.59
2016-178,174.58
2016-179,175.56
2016-180,176.55
2016-181,177.53
2016-182,178.52
2016-183,179.51
2016-184,180.49
2016-185,181.48
2016-186,182.47
2016-187,183.45
2016-188,184.44
2016-189,185.42
2016-190,186.41
2016-191,187.4
2016-192,188.38
2016-193,189.37
2016-194,190.36
2016-195,191.34
2016-196,192.33
2016-197,193.32
2016-198,194.3
2016-199,195.29
2016-200,196.27
2016-201,197.26
2016-202,198.25
2016-203,199.23
2016-204,200.22
2016-205,201.21
2016-206,202.19
2016-207,203.18
2016-208,204.16
2016-209,205.15
2016-210,206.14
2016-211,207.12
2016-212,208.11
2016-213,209.1
2016-214,210.08
2016-215,211.07
2016-216,212.05
2016-217,213.04
2016-218,214.03
2016-219,215.01
2016-220,216.0
2016-221,216.99
2016-222,217.97
2016-223,218.96
2016-224,219.95
2016-225,220.93
2016-226,221.92
2016-227,222.9
2016-228,223.89
2016-229,224.88
2016-230,225.86
2016-231,226.85
2016-232,227.84
2016-233,228.82
2016-234,229.81
2016-235,230.79
2016-236,231.78
2016-237,232.77
2016-238,233.75
2016-239,234.74
2016-240,235.73
2016-241,236.71
2016-242,237.7
2016-243,238.68
2016-244,239.67
2016-245,240.66
2016-246,241.64
2016-247,242.63
2016-248,243.62
2016-249,244.6
2016-250,245.59
2016-251,246.58
2016-252,247.56
2016-253,248.55
2016-254,249.53
2016-255,250.52
2016-256,251.51
2016-257,252.49
2016-258,253.48
2016-259,254.47
2016-260,255.45
2016-261,256.44
2016-262,257.42
2016-263,258.41
2016-264,259.4
2016-265,260.38
2016-266,261.37
2016-267,262.36
2016-268,263.34
2016-269,264.33
2016-270,265.32
2016-271,266.3
2016-272,267.29
2016-273,268.27
2016-274,269.26
2016-275,270.25
2016-276,271.23
2016-277,272.22
2016-278,273.21
2016-279,274.19
2016-280,275.18
2016-281,276.16
2016-282,277.15
2016-283,278.14
2016-284,279.12
2016-285,280.11
2016-286,281.1
2016-287,282.08
2016-288,283.07
2016-289,284.05
2016-290,285.04
2016-291,286.03
2016-292,287.01
2016-293,288.0
2016-294,288.99
2016-295,289.97
2016-296,290.96
2016-297,291.95
2016-298,292.93
2016-299,293.92
2016-300,294.9
2016-301,295.89
2016-302,296.88
2016-303,297.86
2016-304,298.85
2016-305,299.84
2016-306,300.82
2016-307,301.81
2016-308,302.79
2016-309,303.78
2016-310,304.77
2016-311,305.75
2016-312,306.74
2016-313,307.73
2016-314,308.71
2016-315,309.7
2016-316,310.68
2016-317,311.67
2016-318,312.66
2016-319,313.64
2016-320,314.63
2016-321,315.62
2016-322,316.6
2016-323,317.59
2016-324,318.58
2016-325,319.56
2016-326,320.55
2016-327,321.53
2016-328,322.52
2016-329,323.51
2016-330,324.49
2016-331,325.48
2016-332,326.47
2016-333,327.45
2016-334,328.44
2016-335,329.42
2016-336,330.41
2016-337,331.4
2016-338,332.38
2016-339,333.37
2016-340,334.36
2016-341,335.34
2016-342,336.33
2016-343,337.32
2016-344,338.3
2016-345,339.29
2016-346,340.27
2016-347,341.26
2016-348,342.25
2016-349,343.23
2016-350,344.22
2016-351,345.21
2016-352,346.19
2016-353,347.18
2016-354,348.16
2016-355,349.15
2016-356,350.14
2016-357,351.12
2016-358,352.11
2016-359,353.1
2016-360,354.08
2016-361,355.07
2016-362,356.05
2016-363,357.04
2016-364,358.03
2016-365,359.01
2017-001,0.0
2017-002,0.99
2017-003,1.97
2017-004,2.96
2017-005,3.95
2017-006,4.93
2017-007,5.92
2017-008,6.9
2017-009,7.89
2017-010,8.88
2017-011,9.86
2017-012,10.85
2017-013,11.84
2017-014,12.82
2017-015,13.81
2017-016,14.79
2017-017,15.78
2017-018,16.77
2017-019,17.75
2017-020,18.74
2017-021,19.73
2017-022,20.71
2017-023,21.7
2017-024,22.68
2017-025,23.67
2017-026,24.66
2017-027,25.64
2017-028,26.63
2017-029,27.62
2017-030,28.6
2017-031,29.59
2017-032,30.58
2017-033,31.56
2017-034,32.55
2017-035,33.53
2017-036,34.52
2017-037,35.51
2017-038,36.49
2017-039,37.48
2017-040,38.47
2017-041,39.45
2017-042,40.44
2017-043,41.42
2017-044,42.41
2017-045,43.4
2017-046,44.38
2017-047,45.37
2017-048,46.36
2017-049,47.34
2017-050,48.33
2017-051,49.32
2017-052,50.3
2017-053,51.29
2017-054,52.27
2017-055,53.26
2017-056,54.25
2017-057,55.23
2017-058,56.22
2017-059,57.21
2017-060,58.19
2017-061,59.18
2017-062,60.16
2017-063,61.15
2017-064,62.14
2017-065,63.12
2017-066,64.11
2017-067,65.1
2017-068,66.08
2017-069,67.07
2017-070,68.05
2017-071,69.04
2017-072,70.03
2017-073,71.01
2017-074,72.0
2017-075,72.99
2017-076,73.97
2017-077,74.96
2017-078,75.95
2017-079,76.93
2017-080,77.92
2017-081,78.9
2017-082,79.89
2017-083,80.88
2017-084,81.86
2017-085,82.85
2017-086,83.84
2017-087,84.82
2017-088,85.81
2017-089,86.79
2017-090,87.78
2017-091,88.77
2017-092,89.75
2017-093,90.74
2017-094,91.73
2017-095,92.71
2017-096,93.7
2017-097,94.68
2017-098,95.67
2017-099,96.66
2017-100,97.64
2017-101,98.63
2017-102,99.62
2017-103,100.6
2017-104,101.59
2017-105,102.58
2017-106,103.56
2017-107,104.55
2017-108,105.53
2017-109,106.52
2017-110,107.51
2017-111,108.49
2017-112,109.48
2017-113,110.47
2017-114,111.45
2017-115,112.44
2017-116,113.42
2017-117,114.41
2017-118,115.4
2017-119,116.38
2017-120,117.37
2017-121,118.36
2017-122,119.34
2017-123,120.33
2017-124,121.32
2017-125,122.3
2017-126,123.29
2017-127,124.27
2017-128,125.26
2017-129,126.25
2017-130,127.23
2017-131,128.22
2017-132,129.21
2017-133,130.19
2017-134,131.18
2017-135,132.16
2017-136,133.15
2017-137,134.14
2017-138,135.12
2017-139,136.11
2017-140,137.1
2017-141,138.08
2017-142,139.07
2017-143,140.05
2017-144,141.04
2017-145,142.03
2017-146,143.01
2017-147,144.0
2017-148,144.99
2017-149,145.97
2017-150,146.96
2017-151,147.95
2017-152,148.93
2017-153,149.92
2017-154,150.9
2017-155,151.89
2017-156,152.88
2017-157,153.86
2017-158,154.85
2017-159,155.84
2017-160,156.82
2017-161,157.81
2017-162,158.79
2017-163,159.78
2017-164,160.77
2017-165,161.75
2017-166,162.74
2017-167,163.73
2017-168,164.71
2017-169,165.7
2017-170,166.68
2017-171,167.67
2017-172,168.66
2017-173,169.64
2017-174,170.63
2017-175,171.62
2017-176,172.6
2017-177,173.59
2017-178,174.58
2017-179,175.56
2017-180,176.55
2017-181,177.53
2017-182,178.52
2017-183,179.51
2017-184,180.49
2017-185,181.48
2017-186,182.47
2017-187,183.45
2017-188,184.44
2017-189,185.42
2017-190,186.41
2017-191,187.4
2017-192,188.38
2017-193,189.37
2017-194,190.36
2017-195,191.34
2017-196,192.33
2017-197,193.32
2017-198,194.3
2017-199,195.29
2017-200,196.27
2017-201,197.26
